Precio,Cambio,Potencia,Año,kilometraje,Diésel,Eléctrico,Gasolina,Hybrid
15650,0,130,2016,147300,True,False,False,False
15990,1,110,2017,115204,True,False,False,False
15650,0,130,2016,147300,True,False,False,False
21880,0,90,2022,6600,False,False,True,False
7900,0,110,2016,152000,True,False,False,False
17900,1,200,2018,85200,False,False,True,False
24990,1,108,2020,21000,False,True,False,False
7490,0,110,2014,166476,True,False,False,False
20490,0,95,2021,29850,True,False,False,False
21620,0,115,2019,43036,True,False,False,False
14990,1,110,2018,102767,True,False,False,False
18490,0,140,2019,44900,False,False,True,False
14890,0,90,2019,108857,True,False,False,False
12990,0,115,2016,125000,False,False,True,False
14490,0,130,2017,83390,True,False,False,False
14990,1,110,2018,102767,True,False,False,False
12490,0,120,2017,64340,False,False,True,False
22999,0,120,2017,60000,True,False,False,False
22999,0,120,2017,60000,True,False,False,False
1700,0,120,2004,200000,True,False,False,False
12900,0,75,2018,55699,True,False,False,False
10990,0,75,2018,54845,True,False,False,False
15390,0,115,2019,116000,True,False,False,False
12490,0,110,2018,88000,True,False,False,False
8990,0,95,2015,107000,True,False,False,False
5000,0,130,2006,140000,True,False,False,False
13990,0,75,2019,106737,True,False,False,False
14800,0,110,2018,91591,True,False,False,False
3500,0,130,2007,206000,True,False,False,False
11890,0,90,2017,112243,True,False,False,False
16990,0,230,2007,173000,False,False,True,False
10250,0,75,2017,50000,False,False,True,False
20000,0,125,2016,219000,True,False,False,False
2200,0,120,2003,188000,True,False,False,False
12390,0,130,2017,175000,True,False,False,False
14990,0,101,2020,38381,False,False,True,False
18900,0,140,2018,24000,False,False,True,False
1100,0,90,2002,260000,True,False,False,False
14490,0,90,2017,75350,True,False,False,False
10000,0,130,2012,30600,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
15900,0,90,2019,50562,True,False,False,False
21217,0,140,2019,27853,False,False,True,False
15799,0,115,2019,60950,True,False,False,False
21800,1,160,2017,107935,True,False,False,False
21990,0,95,2018,120000,True,False,False,False
14990,0,101,2020,38381,False,False,True,False
13990,0,90,2018,71154,True,False,False,False
13990,0,90,2018,71154,True,False,False,False
15190,0,110,2018,104000,True,False,False,False
18700,0,130,2018,110000,True,False,False,False
17990,0,120,2017,77000,True,False,False,False
12000,1,88,2013,129000,False,True,False,False
15000,0,90,2018,70000,True,False,False,False
16433,0,110,2018,83185,True,False,False,False
12990,0,90,2015,106321,True,False,False,False
7480,0,70,2015,75100,False,False,True,False
16433,0,110,2018,83185,True,False,False,False
3000,0,105,2005,203895,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
17890,0,95,2018,105000,True,False,False,False
8900,0,75,2017,133529,True,False,False,False
12400,0,110,2018,89689,True,False,False,False
12600,0,90,2017,120733,True,False,False,False
18900,0,95,2020,56143,True,False,False,False
1200,0,65,2003,225499,True,False,False,False
20458,1,130,2018,78265,False,False,True,False
5200,0,110,2011,220000,True,False,False,False
13990,0,90,2017,26000,True,False,False,False
8990,0,90,2016,92278,False,False,True,False
1300,0,95,1999,175000,False,False,True,False
12990,0,90,2015,106321,True,False,False,False
7480,0,70,2015,75100,False,False,True,False
10990,1,130,2015,88305,False,False,True,False
19490,1,160,2018,158697,True,False,False,False
18099,0,130,2017,76000,False,False,True,False
14790,0,75,2019,110042,True,False,False,False
14490,0,75,2019,98323,True,False,False,False
14690,0,75,2019,89962,True,False,False,False
13990,0,75,2019,98173,True,False,False,False
12990,0,75,2019,121237,True,False,False,False
13690,0,75,2019,110657,True,False,False,False
10190,0,90,2017,107000,True,False,False,False
13490,0,90,2017,66541,True,False,False,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
19900,1,150,2018,49821,False,False,True,False
20500,1,160,2017,110169,True,False,False,False
7990,0,110,2011,154931,True,False,False,False
19490,1,160,2018,158697,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
20500,1,160,2017,110169,True,False,False,False
2000,0,105,2006,250000,True,False,False,False
18990,0,160,2019,34000,False,False,True,False
7990,0,90,2015,130879,True,False,False,False
10190,0,90,2017,107000,True,False,False,False
14990,0,115,2019,72613,True,False,False,False
2100,0,85,2005,2000,True,False,False,False
16490,0,130,2017,69374,True,False,False,False
16490,0,130,2017,69374,True,False,False,False
7950,0,110,2014,142000,True,False,False,False
13490,0,75,2019,120331,True,False,False,False
8990,0,95,2015,138630,True,False,False,False
12990,0,160,2011,107344,True,False,False,False
12990,0,160,2011,107344,True,False,False,False
8480,0,70,2017,38690,False,False,True,False
16990,0,140,2018,53349,False,False,True,False
19990,1,130,2017,31724,False,False,True,False
10490,0,90,2017,97696,False,False,True,False
3100,0,130,2007,264376,True,False,False,False
13990,0,130,2018,119700,True,False,False,False
14490,0,90,2017,29990,True,False,False,False
2000,0,130,2007,214000,True,False,False,False
6000,0,105,2006,180500,True,False,False,False
18745,0,130,2016,60125,False,False,True,False
